seed,trial,correct,action
42,453,true,1
42,454,false,1
42,455,true,1
42,456,true,1
42,457,false,1
42,458,false,2
42,459,true,2
42,460,false,2
42,461,false,2
42,462,false,1
42,463,true,2
42,464,true,2
42,465,true,2
42,466,true,2
42,467,false,2
42,468,true,2
42,469,true,2
42,470,true,2
42,471,true,2
42,472,true,2
42,473,false,2
42,474,false,2
42,475,true,2
42,476,false,2
42,477,true,2
42,478,false,2
42,479,false,2
42,480,true,2
42,481,true,2
42,482,true,2
42,483,true,2
42,484,true,2
42,485,false,2
42,486,false,2
42,487,true,2
42,488,true,2
42,489,false,2
42,490,true,1
42,491,false,1
42,492,false,2
42,493,false,2
42,494,true,2
42,495,true,2
42,496,false,2
42,497,false,2
42,498,false,2
42,499,false,1
42,500,true,1
42,501,false,1
42,502,false,1
42,503,false,2
42,504,false,1
42,505,true,2
42,506,false,2
42,507,true,1
42,508,false,2
42,509,false,1
42,510,true,1
42,511,true,1
42,512,false,1
42,513,false,1
42,514,false,1
42,515,false,1
42,516,false,1
42,517,false,1
42,518,true,2
42,519,true,2
42,520,false,2
42,521,true,1
42,522,true,1
42,523,false,1
42,524,false,2
42,525,true,1
42,526,false,1
42,527,true,2
42,528,true,1
42,529,false,1
42,530,true,1
42,531,false,1
42,532,false,2
42,533,false,2
42,534,true,2
42,535,false,2
42,536,true,2
42,537,false,2
42,538,false,1
42,539,true,2
42,540,false,2
42,541,true,2
42,542,true,2
42,543,false,2
42,544,true,1
42,545,true,1
42,546,true,1
42,547,true,1
42,548,true,1
42,549,true,1
42,550,false,1
42,551,false,1
42,552,false,1
42,553,true,1
42,554,true,1
42,555,false,1
42,556,false,2
42,557,false,2
42,558,false,1
42,559,true,2
42,560,true,2
42,561,true,2
42,562,true,2
42,563,false,2
42,564,false,2
42,565,false,1
42,566,false,1
42,567,false,2
42,568,true,1
42,569,true,1
42,570,false,1
42,571,false,2
42,572,true,2
42,573,false,1
42,574,true,2
42,575,false,2
42,576,true,1
42,577,false,1
42,578,false,2
42,579,true,2
42,580,false,2
42,581,false,1
42,582,true,2
42,583,false,2
42,584,false,2
42,585,true,2
42,586,true,2
42,587,true,2
42,588,true,2
42,589,true,2
42,590,false,2
42,591,false,2
42,592,false,2
42,593,false,1
42,594,false,1
42,595,false,1
42,596,true,2
42,597,true,2
42,598,false,2
42,599,true,2
42,600,true,2
42,601,true,2
42,602,true,2
42,603,true,2
42,604,false,2
42,605,true,2
42,606,true,2
42,607,true,2
42,608,true,2
42,609,true,2
42,610,true,2
42,611,false,2
42,612,false,2
42,613,false,2
42,614,false,2
42,615,true,2
42,616,true,2
42,617,false,2
42,618,false,1
42,619,true,2
42,620,false,2
42,621,false,1
42,622,true,1
42,623,true,1
42,624,true,1
42,625,true,1
42,626,true,1
42,627,false,1
42,628,true,1
42,629,true,1
42,630,true,1
42,631,false,1
42,632,true,2
42,633,false,1
42,634,true,2
42,635,false,2
42,636,true,2
42,637,false,2
42,638,false,2
42,639,true,2
42,640,true,2
42,641,true,2
42,642,true,2
42,643,true,2
42,644,false,2
42,645,false,2
42,646,false,1
42,647,true,1
42,648,true,1
42,649,false,1
42,650,false,1
42,651,false,1
42,652,true,2
42,653,false,2
42,654,true,2
42,655,false,2
42,656,true,1
42,657,true,1
42,658,false,1
42,659,false,1
42,660,true,1
42,661,true,1
42,662,true,1
42,663,true,1
42,664,false,1
42,665,false,1
42,666,false,1
42,667,false,2
42,668,false,1
42,669,true,1
42,670,false,1
42,671,true,2
42,672,true,1
42,673,true,1
42,674,false,1
42,675,false,1
42,676,true,2
42,677,true,2
42,678,false,2
42,679,false,1
42,680,true,1
42,681,false,1
42,682,true,1
42,683,false,1
42,684,true,2
42,685,false,2
42,686,false,2
42,687,false,2
42,688,false,1
42,689,true,2
42,690,true,2
42,691,false,2
42,692,true,2
42,693,true,2
42,694,false,2
42,695,false,1
42,696,false,2
42,697,false,2
42,698,true,1
42,699,false,1
42,700,false,2
43,1,true,2
43,2,false,2
43,3,true,1
43,4,false,1
43,5,true,1
43,6,false,1
43,7,true,2
43,8,false,1
43,9,true,2
43,10,true,2
43,11,true,2
43,12,true,2
43,13,false,2
43,14,true,2
43,15,false,2
43,16,false,2
43,17,true,1
43,18,true,1
43,19,true,1
43,20,false,1
43,21,false,2
43,22,true,1
43,23,true,1
43,24,false,1
43,25,true,1
43,26,true,1
43,27,true,1
43,28,true,1
43,29,false,1
43,30,true,1
43,31,false,1
43,32,false,2
43,33,false,1
43,34,false,1
43,35,true,2
43,36,false,2
43,37,true,1
43,38,false,2
43,39,true,2
43,40,true,1
43,41,false,1
43,42,true,1
43,43,true,1
43,44,false,1
43,45,false,2
43,46,false,2
43,47,false,2
43,48,false,1
43,49,false,1
43,50,true,2
43,51,false,2
43,52,true,1
43,53,false,1
43,54,false,1
43,55,false,1
43,56,true,2
43,57,false,2
43,58,true,1
43,59,true,1
43,60,true,1
43,61,false,1
43,62,false,1
43,63,true,2
43,64,false,2
43,65,true,1
43,66,false,1
43,67,true,1
43,68,false,1
43,69,false,1
43,70,true,1
43,71,true,1
43,72,false,1
43,73,true,2
43,74,false,2
43,75,false,2
43,76,true,2
43,77,false,2
43,78,false,2
43,79,true,1
43,80,true,1
43,81,false,1
43,82,true,1
43,83,true,1
43,84,false,1
43,85,true,2
43,86,false,2
43,87,true,1
43,88,true,1
43,89,false,1
43,90,false,2
43,91,true,2
43,92,false,2
43,93,true,2
43,94,true,2
43,95,false,2
43,96,true,2
43,97,true,2
43,98,true,2
43,99,false,2
43,100,true,1
43,101,false,1
43,102,false,1
43,103,true,1
43,104,true,1
43,105,false,1
43,106,true,2
43,107,false,2
43,108,false,2
43,109,true,1
43,110,false,2
43,111,true,1
43,112,true,1
43,113,true,1
43,114,false,1
43,115,true,1
43,116,true,1
43,117,true,1
43,118,false,1
43,119,false,1
43,120,true,2
43,121,true,1
43,122,false,1
43,123,false,2
43,124,false,2
43,125,true,2
43,126,true,2
43,127,true,2
43,128,true,2
43,129,true,2
43,130,false,2
43,131,false,2
43,132,true,1
43,133,false,1
43,134,false,1
43,135,false,1
43,136,false,1
43,137,false,1
43,138,false,2
43,139,false,1
43,140,true,1
43,141,false,1
43,142,false,2
43,143,false,1
43,144,false,1
43,145,true,1
43,146,false,1
43,147,false,2
43,148,false,2
43,149,true,1
43,150,true,2
43,151,true,1
43,152,false,1
43,153,false,2
43,154,false,2
43,155,false,1
43,156,false,2
43,157,true,1
43,158,true,1
43,159,true,1
43,160,false,1
43,161,true,1
43,162,false,1
43,163,false,1
43,164,false,2
43,165,true,1
43,166,true,1
43,167,false,1
43,168,false,1
43,169,true,2
43,170,true,2
43,171,false,2
43,172,false,1
43,173,true,2
43,174,true,1
43,175,false,1
43,176,false,2
43,177,true,2
43,178,true,2
43,179,true,2
43,180,true,2
43,181,true,2
43,182,true,2
43,183,false,2
43,184,false,2
43,185,true,2
43,186,false,2
43,187,true,1
43,188,true,1
43,189,true,1
43,190,false,1
43,191,true,1
43,192,true,1
43,193,true,1
43,194,true,1
43,195,true,1
43,196,true,1
43,197,true,1
43,198,true,1
43,199,true,1
43,200,false,1
43,201,true,1
43,202,false,1
43,203,true,1
43,204,false,1
43,205,false,1
43,206,true,2
43,207,true,2
43,208,true,2
43,209,false,2
43,210,true,2
43,211,true,1
43,212,true,2
43,213,false,2
43,214,false,1
43,215,false,2
43,216,true,1
43,217,false,1
43,218,false,1
43,219,false,1
43,220,false,1
43,221,true,1
43,222,true,1
43,223,false,1
43,224,false,1
43,225,false,1
43,226,false,2
43,227,false,1
43,228,false,1
43,229,true,1
43,230,true,1
43,231,true,1
43,232,true,1
43,233,true,1
43,234,false,1
43,235,true,1
43,236,false,1
43,237,false,1
43,238,true,2
43,239,false,2
43,240,false,2
43,241,false,2
43,242,false,2
43,243,true,2
43,244,true,2
43,245,false,2
43,246,false,1
43,247,false,1
43,248,false,1
43,249,false,1
43,250,true,1
43,251,false,1
43,252,false,1
43,253,false,1
43,254,false,2
43,255,true,2
43,256,false,2
43,257,true,2
43,258,true,1
43,259,false,2
43,260,false,1
43,261,true,1
43,262,true,1
43,263,false,1
43,264,true,2
43,265,false,2
43,266,true,2
43,267,false,2
43,268,true,2
43,269,false,2
43,270,false,2
43,271,false,1
43,272,true,1
43,273,false,2
43,274,false,1
43,275,false,2
43,276,true,1
43,277,true,2
43,278,true,1
43,279,false,1
43,280,true,2
43,281,false,2
43,282,true,1
43,283,false,1
43,284,false,1
43,285,false,1
43,286,true,1
43,287,true,1
43,288,true,1
43,289,true,1
43,290,true,1
43,291,true,1
43,292,true,1
43,293,false,1
43,294,false,1
43,295,false,1
43,296,true,2
43,297,true,2
43,298,false,2
43,299,false,1
43,300,false,1
43,301,true,1
43,302,true,2
43,303,false,2
43,304,false,1
43,305,false,1
43,306,true,1
43,307,false,1
43,308,true,1
43,309,false,1
43,310,false,2
43,311,true,1
43,312,false,1
43,313,true,1
43,314,true,1
43,315,false,1
43,316,false,2
43,317,true,1
43,318,false,1
43,319,true,1
43,320,true,1
43,321,false,1
43,322,true,2
43,323,true,2
43,324,false,2
43,325,true,2
43,326,false,1
43,327,false,2
43,328,false,1
43,329,true,1
43,330,true,1
43,331,true,1
43,332,false,1
43,333,false,1
43,334,false,2
43,335,true,2
43,336,false,1
43,337,false,1
43,338,false,2
43,339,true,1
43,340,true,1
43,341,false,1
43,342,true,1
43,343,false,1
43,344,true,1
43,345,true,1
43,346,true,1
43,347,true,1
43,348,false,1
43,349,false,1
43,350,true,1
43,351,true,1
43,352,false,1
43,353,false,2
43,354,true,1
43,355,true,1
43,356,false,1
43,357,false,1
43,358,false,2
43,359,false,2
43,360,false,2
43,361,false,2
43,362,false,1
43,363,false,1
43,364,false,1
43,365,false,2
43,366,false,1
43,367,true,1
43,368,false,1
43,369,false,1
43,370,true,2
43,371,true,2
43,372,false,2
43,373,true,2
43,374,false,2
43,375,true,1
43,376,false,1
43,377,false,2
43,378,false,2
43,379,true,2
43,380,false,2
43,381,true,2
43,382,false,2
43,383,true,2
43,384,false,2
43,385,false,1
43,386,false,1
43,387,true,2
43,388,false,1
43,389,true,2
43,390,false,1
43,391,true,2
43,392,false,2
43,393,false,2
43,394,true,1
43,395,false,1
43,396,true,1
43,397,true,1
43,398,true,1
43,399,true,1
43,400,true,1
43,401,true,1
43,402,true,1
43,403,true,1
43,404,false,1
43,405,false,1
43,406,true,1
43,407,false,1
43,408,false,2
43,409,false,2
43,410,false,2
43,411,false,2
43,412,true,2
43,413,true,2
43,414,false,2
43,415,true,2
43,416,true,2
43,417,false,2
43,418,false,2
43,419,true,1
43,420,false,2
43,421,false,1
43,422,true,1
43,423,true,1
43,424,true,1
43,425,true,1
43,426,false,1
43,427,true,1
43,428,true,1
43,429,true,1
43,430,false,1
43,431,true,1
43,432,false,1
43,433,false,1
43,434,false,2
43,435,true,1
43,436,false,1
43,437,true,1
43,438,true,1
43,439,true,1
43,440,true,1
43,441,true,1
43,442,false,1
43,443,false,1
43,444,false,1
43,445,false,1
43,446,false,2
43,447,false,1
43,448,false,2
43,449,true,2
43,450,true,2
43,451,true,2
43,452,false,2
43,453,false,2
43,454,false,1
43,455,true,1
43,456,true,1
43,457,false,1
43,458,true,1
43,459,false,1
43,460,true,1
43,461,false,2
43,462,false,1
43,463,false,1
43,464,true,2
43,465,true,2
43,466,true,2
43,467,false,2
43,468,false,1
43,469,false,1
43,470,false,1
43,471,true,2
43,472,true,2
43,473,false,2
43,474,true,1
43,475,true,2
43,476,false,2
43,477,false,1
43,478,false,2
43,479,false,2
43,480,false,1
43,481,true,2
43,482,false,1
43,483,false,1
43,484,true,2
43,485,false,2
43,486,false,2
43,487,false,1
43,488,true,2
43,489,false,2
43,490,false,2
43,491,false,1
43,492,false,2
43,493,true,1
43,494,false,1
43,495,false,1
43,496,true,1
43,497,true,1
43,498,true,1
43,499,false,1
43,500,false,2
43,501,true,2
43,502,true,2
43,503,false,2
43,504,false,1
43,505,true,2
43,506,false,2
43,507,false,2
43,508,true,1
43,509,false,1
43,510,true,1
43,511,true,1
43,512,false,1
43,513,false,1
43,514,false,1
43,515,true,2
43,516,false,1
43,517,true,2
43,518,true,2
43,519,true,2
43,520,false,2
43,521,false,2
43,522,true,1
43,523,false,1
43,524,false,2
43,525,true,1
43,526,true,2
43,527,true,2
43,528,false,2
43,529,false,1
43,530,true,1
43,531,false,1
43,532,true,1
43,533,true,1
43,534,false,1
43,535,true,1
43,536,false,1
43,537,false,2
43,538,false,1
43,539,false,1
43,540,true,1
43,541,false,1
43,542,false,1
43,543,true,1
43,544,true,1
43,545,true,1
43,546,true,1
43,547,true,1
43,548,true,1
43,549,true,1
43,550,false,1
43,551,false,1
43,552,false,1
43,553,false,2
43,554,true,1
43,555,false,1
43,556,false,2
43,557,true,1
43,558,false,1
43,559,true,2
43,560,true,2
43,561,true,2
43,562,true,2
43,563,false,2
43,564,false,2
43,565,false,1
43,566,false,1
43,567,true,1
43,568,true,1
43,569,true,1
43,570,false,1
43,571,true,1
43,572,false,1
43,573,false,1
43,574,true,2
43,575,false,2
43,576,false,2
43,577,false,1
43,578,true,1
43,579,false,1
43,580,true,1
43,581,false,1
43,582,true,2
43,583,false,2
43,584,true,1
43,585,false,1
43,586,true,2
43,587,true,2
43,588,true,2
43,589,true,2
43,590,false,2
43,591,false,2
43,592,true,1
43,593,false,1
43,594,false,1
43,595,true,2
43,596,true,2
43,597,true,2
43,598,false,2
43,599,false,1
43,600,false,1
43,601,true,2
43,602,true,2
43,603,true,2
43,604,false,2
43,605,false,1
43,606,false,1
43,607,true,2
43,608,true,2
43,609,true,2
43,610,true,2
43,611,false,2
43,612,false,2
43,613,false,2
43,614,false,2
43,615,true,2
43,616,true,2
43,617,false,2
43,618,false,1
43,619,false,1
43,620,true,1
43,621,false,1
43,622,true,1
43,623,true,1
43,624,true,1
43,625,true,1
43,626,true,1
43,627,false,1
43,628,true,1
43,629,true,1
43,630,true,1
43,631,false,1
43,632,false,1
43,633,false,1
43,634,false,1
43,635,true,1
43,636,false,1
43,637,false,2
43,638,true,1
43,639,false,1
43,640,false,1
43,641,false,1
43,642,false,1
43,643,true,2
43,644,false,2
43,645,false,2
43,646,true,2
43,647,false,2
43,648,true,1
43,649,false,1
43,650,true,2
43,651,false,1
43,652,true,2
43,653,false,2
43,654,false,1
43,655,true,1
43,656,true,1
43,657,true,1
43,658,false,1
43,659,true,2
43,660,false,2
43,661,true,1
43,662,true,1
43,663,true,1
43,664,false,1
43,665,false,1
43,666,true,2
43,667,true,1
43,668,true,2
43,669,false,2
43,670,false,1
43,671,true,2
43,672,false,2
43,673,true,1
43,674,false,1
43,675,true,2
43,676,false,1
43,677,true,2
43,678,false,2
43,679,false,1
43,680,true,1
43,681,true,2
43,682,true,1
43,683,false,1
43,684,true,2
43,685,false,2
43,686,true,1
43,687,true,1
43,688,false,1
43,689,false,1
43,690,false,1
43,691,false,2
43,692,true,2
43,693,true,2
43,694,false,2
43,695,true,2
43,696,false,2
43,697,true,1
43,698,true,1
43,699,false,1
43,700,true,1
44,1,true,2
44,2,false,2
44,3,true,1
44,4,false,1
44,5,true,1
44,6,false,1
44,7,true,2
44,8,true,2
44,9,true,2
44,10,true,2
44,11,true,2
44,12,true,2
44,13,false,2
44,14,true,2
44,15,false,2
44,16,false,2
44,17,false,2
44,18,true,1
44,19,false,2
44,20,false,1
44,21,true,1
44,22,true,1
44,23,true,1
44,24,false,1
44,25,false,2
44,26,false,2
44,27,true,1
44,28,true,1
44,29,false,1
44,30,false,2
44,31,true,2
44,32,false,2
44,33,true,2
44,34,true,2
44,35,true,2
44,36,false,2
44,37,false,2
44,38,true,1
44,39,false,1
44,40,true,1
44,41,false,1
44,42,true,1
44,43,true,1
44,44,false,1
44,45,true,1
44,46,true,1
44,47,true,1
44,48,false,1
44,49,false,1
44,50,true,2
44,51,false,2
44,52,true,1
44,53,false,1
44,54,true,2
44,55,true,2
44,56,true,2
44,57,false,2
44,58,false,2
44,59,true,1
44,60,true,1
44,61,false,1
44,62,false,1
44,63,true,2
44,64,false,2
44,65,true,1
44,66,false,1
44,67,true,1
44,68,false,1
44,69,false,1
44,70,true,1
44,71,true,1
44,72,false,1
44,73,false,1
44,74,true,1
44,75,true,1
44,76,true,2
44,77,true,1
44,78,true,1
44,79,true,1
44,80,true,1
44,81,false,1
44,82,true,1
44,83,true,1
44,84,false,1
44,85,true,2
44,86,false,2
44,87,true,1
44,88,true,1
44,89,false,1
44,90,false,2
44,91,true,2
44,92,false,2
44,93,true,2
44,94,true,2
44,95,false,2
44,96,true,2
44,97,false,1
44,98,true,2
44,99,false,2
44,100,true,1
44,101,false,1
44,102,false,1
44,103,false,2
44,104,false,2
44,105,true,2
44,106,true,2
44,107,false,2
44,108,false,2
44,109,false,2
44,110,true,1
44,111,true,1
44,112,true,1
44,113,true,1
44,114,false,1
44,115,true,1
44,116,true,1
44,117,true,1
44,118,false,1
44,119,false,1
44,120,false,1
44,121,true,1
44,122,false,1
44,123,true,1
44,124,true,1
44,125,false,1
44,126,false,1
44,127,false,1
44,128,false,1
44,129,true,2
44,130,false,2
44,131,false,2
44,132,true,1
44,133,false,1
44,134,false,1
44,135,false,1
44,136,false,1
44,137,true,2
44,138,false,2
44,139,true,2
44,140,false,2
44,141,true,2
44,142,false,2
44,143,true,2
44,144,false,1
44,145,true,1
44,146,false,1
44,147,false,2
44,148,true,1
44,149,true,1
44,150,false,1
44,151,true,1
44,152,false,1
44,153,false,2
44,154,true,1
44,155,false,1
44,156,false,2
44,157,true,1
44,158,false,2
44,159,true,1
44,160,false,1
44,161,true,1
44,162,false,1
44,163,false,1
44,164,false,2
44,165,true,1
44,166,true,1
44,167,false,1
44,168,false,1
44,169,false,1
44,170,true,2
44,171,false,2
44,172,false,1
44,173,true,2
44,174,true,1
44,175,false,1
44,176,false,2
44,177,false,1
44,178,true,2
44,179,true,2
44,180,true,2
44,181,true,2
44,182,true,2
44,183,false,2
44,184,false,2
44,185,false,1
44,186,false,2
44,187,true,1
44,188,true,1
44,189,true,1
44,190,false,1
44,191,true,1
44,192,true,1
44,193,true,1
44,194,true,1
44,195,true,1
44,196,true,1
44,197,true,1
44,198,true,1
44,199,true,1
44,200,false,1
44,201,true,1
44,202,false,1
44,203,true,1
44,204,false,1
44,205,false,1
44,206,false,1
44,207,false,1
44,208,false,1
44,209,true,1
44,210,false,1
44,211,true,1
44,212,false,1
44,213,true,1
44,214,false,1
44,215,true,1
44,216,true,1
44,217,false,1
44,218,false,1
44,219,true,2
44,220,false,1
44,221,false,2
44,222,true,1
44,223,false,1
44,224,false,1
44,225,true,2
44,226,false,2
44,227,false,1
44,228,true,2
44,229,false,2
44,230,false,2
44,231,true,1
44,232,true,1
44,233,true,1
44,234,false,1
44,235,false,2
44,236,false,1
44,237,false,1
44,238,true,2
44,239,false,2
44,240,true,1
44,241,true,1
44,242,true,1
44,243,false,1
44,244,false,1
44,245,true,1
44,246,false,1
44,247,false,1
44,248,true,2
44,249,false,1
44,250,false,2
44,251,false,1
44,252,false,1
44,253,false,1
44,254,true,1
44,255,false,1
44,256,false,2
44,257,false,1
44,258,false,2
44,259,true,1
44,260,false,1
44,261,true,1
44,262,true,1
44,263,false,1
44,264,false,1
44,265,true,1
44,266,false,1
44,267,true,1
44,268,false,1
44,269,true,1
44,270,true,1
44,271,false,1
44,272,true,1
44,273,true,1
44,274,false,1
44,275,false,2
44,276,true,1
44,277,true,2
44,278,false,2
44,279,false,1
44,280,true,2
44,281,false,2
44,282,false,2
44,283,true,2
44,284,true,2
44,285,true,2
44,286,false,2
44,287,true,1
44,288,true,1
44,289,true,1
44,290,true,1
44,291,true,1
44,292,true,1
44,293,false,1
44,294,false,1
44,295,true,2
44,296,true,2
44,297,true,2
44,298,false,2
44,299,false,1
44,300,false,1
44,301,false,2
44,302,true,2
44,303,false,2
44,304,false,1
44,305,false,1
44,306,true,1
44,307,false,1
44,308,true,1
44,309,false,1
44,310,true,1
44,311,false,2
44,312,false,1
44,313,false,2
44,314,true,1
44,315,false,1
44,316,true,1
44,317,true,1
44,318,false,1
44,319,false,2
44,320,true,1
44,321,false,1
44,322,false,1
44,323,true,2
44,324,false,2
44,325,false,1
44,326,true,2
44,327,false,2
44,328,true,2
44,329,false,2
44,330,true,1
44,331,true,1
44,332,false,1
44,333,false,1
44,334,false,2
44,335,true,2
44,336,true,2
44,337,true,2
44,338,false,2
44,339,false,2
44,340,false,2
44,341,true,2
44,342,false,2
44,343,false,1
44,344,false,2
44,345,true,1
44,346,true,1
44,347,true,1
